Acronym,Name,Download_Link
PECO,Plant Experimental Conditions Ontology,https://data.bioontology.org/ontologies/PECO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FBbi,Biological Imaging Methods Ontology,https://data.bioontology.org/ontologies/FBbi/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TCO,Thyroid Cancer Ontology,https://data.bioontology.org/ontologies/TCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DISDRIV,Disease Drivers Ontology,https://data.bioontology.org/ontologies/DISDRIV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TST7,FIELDLAB3_2023,https://data.bioontology.org/ontologies/TST7/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VEO,Visualized Emotion Ontology,https://data.bioontology.org/ontologies/VEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GENEPIO,Genomic Epidemiology Application Ontology ,https://data.bioontology.org/ontologies/GENEPIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LUNGMAP_M_CELL,Cell Ontology for Mouse Lung Maturation,https://data.bioontology.org/ontologies/LUNGMAP_M_CELL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BFO,Basic Formal Ontology,https://data.bioontology.org/ontologies/BFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OGI,Ontology for Genetic Interval,https://data.bioontology.org/ontologies/OGI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RBO,Radiation Biology Ontology,https://data.bioontology.org/ontologies/RBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IDQA,Image and Data Quality Assessment Ontology,https://data.bioontology.org/ontologies/IDQA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ELD,EthiopianListOfDiseases,https://data.bioontology.org/ontologies/ELD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICECI,International Classification of  External Causes of Injuries,https://data.bioontology.org/ontologies/ICECI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ABA-AMB,Allen Brain Atlas (ABA) Adult Mouse Brain Ontology,https://data.bioontology.org/ontologies/ABA-AMB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19115CON,ISO 19115 Constraints Information,https://data.bioontology.org/ontologies/ISO19115CON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PATO,Phenotypic Quality Ontology,https://data.bioontology.org/ontologies/PATO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ID-AMR,Infectious Diseases and Antimicrobial Resistance,https://data.bioontology.org/ontologies/ID-AMR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PATMHC,Placental Maternal Health Conditions,https://data.bioontology.org/ontologies/PATMHC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NEUROBRG,NeuroBridge Ontology,https://data.bioontology.org/ontologies/NEUROBRG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OHMI,Ontology of Host-Microbe Interactions,https://data.bioontology.org/ontologies/OHMI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOTOXNUC,Ontology of Nuclear Toxicity,https://data.bioontology.org/ontologies/ONTOTOXNUC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
REGN_BRO,REGN_BRO,https://data.bioontology.org/ontologies/REGN_BRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BRIDG,Biomedical Research Integrated Domain Group Model,https://data.bioontology.org/ontologies/BRIDG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CTO,Clinical Trials Ontology,https://data.bioontology.org/ontologies/CTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IMGT-ONTOLOGY,Immunogenetics Ontology,https://data.bioontology.org/ontologies/IMGT-ONTOLOGY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M4M19-VARS,M4M19 Variables,https://data.bioontology.org/ontologies/M4M19-VARS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BTO,BRENDA Tissue and Enzyme Source Ontology,https://data.bioontology.org/ontologies/BTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SNPO,Single-Nucleotide Polymorphism (SNP) Ontology,https://data.bioontology.org/ontologies/SNPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FNS-H,FNS-Harmony,https://data.bioontology.org/ontologies/FNS-H/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PROCO,Process Chemistry Ontology,https://data.bioontology.org/ontologies/PROCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NCCO,Nursing Care Coordination Ontology,https://data.bioontology.org/ontologies/NCCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AD-DROP,Alzheimer Disease Relevance Ontology by Process,https://data.bioontology.org/ontologies/AD-DROP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MCHVODANATERMS,MCHVODANATERMS,https://data.bioontology.org/ontologies/MCHVODANATERMS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EDDA_PT,EDDA Publication Types Taxonomy,https://data.bioontology.org/ontologies/EDDA_PT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MDM,Mapping of Drug Names and MeSH 2022,https://data.bioontology.org/ontologies/MDM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCGO,Breast Cancer Grading Ontology,https://data.bioontology.org/ontologies/BCGO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SVU_MWS_WSM,Syrian Cinema Ontology,https://data.bioontology.org/ontologies/SVU_MWS_WSM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADALAB-META,AdaLab-meta ontology,https://data.bioontology.org/ontologies/ADALAB-META/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EXACT,An ontology for experimental actions,https://data.bioontology.org/ontologies/EXACT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ARO,Antibiotic Resistance Ontology,https://data.bioontology.org/ontologies/ARO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RVO,Research Variable Ontology,https://data.bioontology.org/ontologies/RVO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LIBRARY,wsm24,https://data.bioontology.org/ontologies/LIBRARY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LC-CARRIERS,Library of Congress Carriers Scheme,https://data.bioontology.org/ontologies/LC-CARRIERS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19115CC,ISO 19115 Common Classes,https://data.bioontology.org/ontologies/ISO19115CC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19115CI,ISO 19115 Citation Information,https://data.bioontology.org/ontologies/ISO19115CI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GEXO,Gene Expression Ontology,https://data.bioontology.org/ontologies/GEXO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
STMSO,symptomatic treatment of multiple sclerosis ontology,https://data.bioontology.org/ontologies/STMSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DDIEM,Drug Database for Inborn Errors of Metabolism (DDIEM) Ontology,https://data.bioontology.org/ontologies/DDIEM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADAR,Autism DSM-ADI-R ontology,https://data.bioontology.org/ontologies/ADAR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LION,LipidOntology,https://data.bioontology.org/ontologies/LION/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VHOG,Vertebrate Homologous Organ Group Ontology,https://data.bioontology.org/ontologies/VHOG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IDOBRU,Brucellosis Ontology,https://data.bioontology.org/ontologies/IDOBRU/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBA,Ontology of Biological Attributes,https://data.bioontology.org/ontologies/OBA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COVID19,COVID-19 Surveillance Ontology,https://data.bioontology.org/ontologies/COVID19/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MPIO,Minimum PDDI Information Ontology,https://data.bioontology.org/ontologies/MPIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHYLONT,Phylogenetic Ontology,https://data.bioontology.org/ontologies/PHYLONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FAST-EVENT-SKOS,FAST (Faceted Application of Subject Terminology) Event Facet,https://data.bioontology.org/ontologies/FAST-EVENT-SKOS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19108TO,ISO 19108 Temporal Objects,https://data.bioontology.org/ontologies/ISO19108TO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GRO-CPGA,Cereal Plant Gross Anatomy Ontology,https://data.bioontology.org/ontologies/GRO-CPGA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AERO,Adverse Event Reporting Ontology,https://data.bioontology.org/ontologies/AERO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LONGCOVID,Long Covid Phenotype Ontology,https://data.bioontology.org/ontologies/LONGCOVID/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AHOL,Animal Health Ontology for Livestock,https://data.bioontology.org/ontologies/AHOL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CYTO,CYTOKINE,https://data.bioontology.org/ontologies/CYTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MIRNAO,MicroRNA Ontology,https://data.bioontology.org/ontologies/MIRNAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AIO,Artificial Intelligence Ontology,https://data.bioontology.org/ontologies/AIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RADMO,RADx Metadata Ontology,https://data.bioontology.org/ontologies/RADMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VDOT,Viral Disease Ontology Trunk,https://data.bioontology.org/ontologies/VDOT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MIDO,Medical Imaging and Diagnostic Ontology,https://data.bioontology.org/ontologies/MIDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HP_O,Hypersensitivity pneumonitis ontology,https://data.bioontology.org/ontologies/HP_O/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PESONT,Preposition_enabled Spatial Ontology,https://data.bioontology.org/ontologies/PESONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ZP,Zebrafish Phenotype Ontology,https://data.bioontology.org/ontologies/ZP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHENOMEBLAST,PhenomeBLAST Ontology,https://data.bioontology.org/ontologies/PHENOMEBLAST/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
THREE-ST,3-Step Theory of suicide,https://data.bioontology.org/ontologies/THREE-ST/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CODO,CODO: an Ontology for collection and analysis of COviD-19 data,https://data.bioontology.org/ontologies/CODO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HSPO,Health and Social Person-centric Ontology,https://data.bioontology.org/ontologies/HSPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DOCCC,Diagnosis Ontology of Clinical Care Classification,https://data.bioontology.org/ontologies/DOCCC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODANA-GENERAL,VODANATERMS,https://data.bioontology.org/ontologies/VODANA-GENERAL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OPDRONT,OPD Register Ontology,https://data.bioontology.org/ontologies/OPDRONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PTRANS,Pathogen Transmission Ontology,https://data.bioontology.org/ontologies/PTRANS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOMA,"Ontology of Alternative Medicine, French",https://data.bioontology.org/ontologies/ONTOMA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MEDICALINFO,mymedicalinformation,https://data.bioontology.org/ontologies/MEDICALINFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HECON,HECON: Health Condition Evolution Ontology,https://data.bioontology.org/ontologies/HECON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NMR,NMR-Controlled Vocabulary,https://data.bioontology.org/ontologies/NMR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BTO-BFO,Brinell Test Ontology-BFO,https://data.bioontology.org/ontologies/BTO-BFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PEDTERM,Pediatric Terminology,https://data.bioontology.org/ontologies/PEDTERM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODANETHIOPIA_OR,ETHIOPIA_OUTPATIENT,https://data.bioontology.org/ontologies/VODANETHIOPIA_OR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
KGCL,Knowledge Graph Change Language,https://data.bioontology.org/ontologies/KGCL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIFO,Biofilm Ontology,https://data.bioontology.org/ontologies/BIFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OTO, Obesity Tracking Ontology,https://data.bioontology.org/ontologies/OTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IRD,Inherited Retinal Dystrophies,https://data.bioontology.org/ontologies/IRD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IRDG,Data harmonization ontology for cross border malaria surveillance ,https://data.bioontology.org/ontologies/IRDG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SST,SATUSEHAT Thesis,https://data.bioontology.org/ontologies/SST/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTONEO,Obstetric and Neonatal Ontology,https://data.bioontology.org/ontologies/ONTONEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SNMI,"Systematized Nomenclature of Medicine, International Version",https://data.bioontology.org/ontologies/SNMI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ESSO,Epilepsy Syndrome Seizure Ontology,https://data.bioontology.org/ontologies/ESSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EHDA,"Human Developmental Anatomy Ontology, timed version",https://data.bioontology.org/ontologies/EHDA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ECDO,Elderly Care Dementia Ontology,https://data.bioontology.org/ontologies/ECDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BRSO,Biological Resource Schema Ontology,https://data.bioontology.org/ontologies/BRSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
UBERON,Uber Anatomy Ontology,https://data.bioontology.org/ontologies/UBERON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HAAURAADO,Halocynthia aurantium Anatomy and Development Ontology,https://data.bioontology.org/ontologies/HAAURAADO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MFOEM,Emotion Ontology,https://data.bioontology.org/ontologies/MFOEM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FB-SP,Fly Taxonomy,https://data.bioontology.org/ontologies/FB-SP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONL-TASKS,Cognitive Reserves Assessment Tasks,https://data.bioontology.org/ontologies/ONL-TASKS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MERA,Medical Educational Resource Aggregator,https://data.bioontology.org/ontologies/MERA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOAVIDA,OntoAvida: ontology for Avida digital evolution platform,https://data.bioontology.org/ontologies/ONTOAVIDA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FIDEO,Food Interactions with Drugs Evidence Ontology,https://data.bioontology.org/ontologies/FIDEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INBANCIDO,Assessment of Indian Economy During Covid-19 ,https://data.bioontology.org/ontologies/INBANCIDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ETANC,ETHIOPIANC,https://data.bioontology.org/ontologies/ETANC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MDDB,Master Drug Data Base Clinical Drugs,https://data.bioontology.org/ontologies/MDDB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BNO,Bionutrition Ontology,https://data.bioontology.org/ontologies/BNO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
STATO,Statistics Ontology,https://data.bioontology.org/ontologies/STATO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CWD,Consumer Wearable Device,https://data.bioontology.org/ontologies/CWD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
REX,Physico-Chemical Process,https://data.bioontology.org/ontologies/REX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
REXO,Regulation of Gene Expression Ontolology,https://data.bioontology.org/ontologies/REXO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FYPO,Fission Yeast Phenotype Ontology,https://data.bioontology.org/ontologies/FYPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DOREMUS-KEYS,Doremus List of Keys,https://data.bioontology.org/ontologies/DOREMUS-KEYS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PATHLEX,Anatomic Pathology Lexicon,https://data.bioontology.org/ontologies/PATHLEX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCO,Biological Collections Ontology,https://data.bioontology.org/ontologies/BCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCON,Breast Cancer Ontology,https://data.bioontology.org/ontologies/BCON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TAXRANK,Taxonomic Rank Vocabulary,https://data.bioontology.org/ontologies/TAXRANK/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VICO,Vaccination Informed Consent Ontology,https://data.bioontology.org/ontologies/VICO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BT-ONTOLOGY,BrainTeaser Ontology (BTO),https://data.bioontology.org/ontologies/BT-ONTOLOGY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO-ANNOTATIONS,ISO-15926-2_2003_annotations,https://data.bioontology.org/ontologies/ISO-ANNOTATIONS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EPILONT,Epilepsy Ontology,https://data.bioontology.org/ontologies/EPILONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FDT-O,FAIR Data Train Ontology,https://data.bioontology.org/ontologies/FDT-O/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HERO,Healthcare Monitoring and Emergency Response Ontology,https://data.bioontology.org/ontologies/HERO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HOM,Ontology of Homology and Related Concepts in Biology,https://data.bioontology.org/ontologies/HOM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HOME,Health Ontology for Minority Equity,https://data.bioontology.org/ontologies/HOME/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
REPO,Reproductive Trait and Phenotype Ontology,https://data.bioontology.org/ontologies/REPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CIINTEADO,Ciona intestinalis Anatomy and Development Ontology,https://data.bioontology.org/ontologies/CIINTEADO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PROCCHEMICAL,Chemical Process,https://data.bioontology.org/ontologies/PROCCHEMICAL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO-15926-2_2003,ISO-15926-2_2003_oil,https://data.bioontology.org/ontologies/ISO-15926-2_2003/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCMO,Breast Cancer-Microbiome Ontology ,https://data.bioontology.org/ontologies/BCMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CCO,Cell Cycle Ontology,https://data.bioontology.org/ontologies/CCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CCON,Cerrado concepts and plant community dynamics,https://data.bioontology.org/ontologies/CCON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GO-EXT,Gene Ontology Extension,https://data.bioontology.org/ontologies/GO-EXT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HAO,Hymenoptera Anatomy Ontology,https://data.bioontology.org/ontologies/HAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LDA,Ontology of Language Disorder in Autism,https://data.bioontology.org/ontologies/LDA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SK,Digital Forensic,https://data.bioontology.org/ontologies/SK/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SP,SMART Protocols,https://data.bioontology.org/ontologies/SP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SO,Sequence Types and Features Ontology,https://data.bioontology.org/ontologies/SO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
METPO,METPO,https://data.bioontology.org/ontologies/METPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INCENTIVE-VARS,INCENTIVE Variables,https://data.bioontology.org/ontologies/INCENTIVE-VARS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
WSIO,Web-Service Interaction Ontology,https://data.bioontology.org/ontologies/WSIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SOIL-PROF,Soil Profile classifiers,https://data.bioontology.org/ontologies/SOIL-PROF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GFO-BIO,General Formal Ontology for Biology,https://data.bioontology.org/ontologies/GFO-BIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CARRE,CARRE Risk Factor ontology,https://data.bioontology.org/ontologies/CARRE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SHR,Student Health Record Ontology,https://data.bioontology.org/ontologies/SHR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VT,Vertebrate Trait Ontology,https://data.bioontology.org/ontologies/VT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VO,Vaccine Ontology,https://data.bioontology.org/ontologies/VO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RDFS,The RDF Schema vocabulary,https://data.bioontology.org/ontologies/RDFS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LANDFORM,Landform classifiers,https://data.bioontology.org/ontologies/LANDFORM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OPDZIMBABWE,OPDZimbabwe,https://data.bioontology.org/ontologies/OPDZIMBABWE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OntoVIP,Medical image simulation,https://data.bioontology.org/ontologies/OntoVIP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LUNGMAP-HUMAN,Anatomic Ontology for Human Lung Maturation,https://data.bioontology.org/ontologies/LUNGMAP-HUMAN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PAYOR,Payor,https://data.bioontology.org/ontologies/PAYOR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DSIPF7,DSIP FiledLab7 ,https://data.bioontology.org/ontologies/DSIPF7/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONLIRA,Ontology of Liver for Radiology,https://data.bioontology.org/ontologies/ONLIRA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BKO,Bricks ontology,https://data.bioontology.org/ontologies/BKO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MEDO,Mouse Experimental Design Ontology,https://data.bioontology.org/ontologies/MEDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SDOED,Social Determinants of Education Ontology,https://data.bioontology.org/ontologies/SDOED/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EPISEM,Epilepsy Semiology,https://data.bioontology.org/ontologies/EPISEM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SEDI,Semantic DICOM Ontology,https://data.bioontology.org/ontologies/SEDI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DCMITYPE,DCMI Type Vocabulary,https://data.bioontology.org/ontologies/DCMITYPE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GMO,Growth Medium Ontology,https://data.bioontology.org/ontologies/GMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ZONMW-ADMIN-MD,ZonMW Administrative Metadata Vocabulary,https://data.bioontology.org/ontologies/ZONMW-ADMIN-MD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MOC,Material Organic Compound,https://data.bioontology.org/ontologies/MOC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PROPREO,Proteomics Data and Process Provenance Ontology,https://data.bioontology.org/ontologies/PROPREO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OCVDAE,Ontology of Cardiovascular Drug Adverse Events,https://data.bioontology.org/ontologies/OCVDAE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NEMO,Neural ElectroMagnetic Ontology,https://data.bioontology.org/ontologies/NEMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IAO,Information Artifact Ontology,https://data.bioontology.org/ontologies/IAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICO,Informed Consent Ontology,https://data.bioontology.org/ontologies/ICO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FB-BT,Drosophila Gross Anatomy Ontology,https://data.bioontology.org/ontologies/FB-BT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M4M-20-VARIABLES,M4M.20 FAIRWare Variables,https://data.bioontology.org/ontologies/M4M-20-VARIABLES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
REPOS,repository,https://data.bioontology.org/ontologies/REPOS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HRAVS,HuBMAP Research Attributes Value Set,https://data.bioontology.org/ontologies/HRAVS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
