title,id,keywords,description,url,sub classification,owl link,License URL,Record Count,,,,,,,,url
Human Microbiome Associated Disease Ontology ,HMADO,Not listed,No description available,https://bioportal.bioontology.org/ontologies/HMADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HMADO
Tick Gross Anatomy Ontology,TADS,Behavioral Health,Teen Alcohol & Drug Screening ontology,https://bioportal.bioontology.org/ontologies/TADS,,,,,,,,,,,,https://data.bioontology.org/ontologies/TADS
Ontological Knowledge Base Model for Cystic Fibrosis,ONTOKBCF,Cancer Research,Knowledge Base for Cancer Genomics,https://bioportal.bioontology.org/ontologies/ONTOKBCF,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOKBCF
"Ontology for ELEctronic tool for Clinicians, Trainers and Researchers In Child Abuse",ELECTRICA,Engineering,Electrical Components Ontology,https://bioportal.bioontology.org/ontologies/ELECTRICA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ELECTRICA
Covid19 Impact on Banking Ontology,COVID19-IBO,Infectious Disease,COVID-19 Immune Response Ontology,https://bioportal.bioontology.org/ontologies/COVID19-IBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/COVID19-IBO
Coronavirus Infectious Disease Ontology,CIDO,Infectious Disease,Coronavirus Infectious Disease Ontology,https://bioportal.bioontology.org/ontologies/CIDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CIDO
Read Clinical Terminology Version 2,RCTV2,Not listed,No description,https://bioportal.bioontology.org/ontologies/RCTV2,,,,,,,,,,,,https://data.bioontology.org/ontologies/RCTV2
International Classification for Nursing Practice,ICNP,Nursing,Intl. Classification for Nursing Practice,https://bioportal.bioontology.org/ontologies/ICNP,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICNP
Systems Chemical Biology and Chemogenomics Ontology ,CHEMBIO,Biochemistry,Chemical-Biological Interactions,https://bioportal.bioontology.org/ontologies/CHEMBIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CHEMBIO
Zebrafish Experimental Conditions Ontology,ZECO,Zoology,Zebrafish Experimental Conditions,https://bioportal.bioontology.org/ontologies/ZECO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ZECO
RADx Data Hub Metadata Ontology,DHMO,Chemistry,Dihydrogen Monoxide Ontology,https://bioportal.bioontology.org/ontologies/DHMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DHMO
Medical Error Ontology,MEDEON,Not listed,No description,https://bioportal.bioontology.org/ontologies/MEDEON,,,,,,,,,,,,https://data.bioontology.org/ontologies/MEDEON
Neuron Phenotype Ontology,NPOKB,Not listed,No description,https://bioportal.bioontology.org/ontologies/NPOKB,,,,,,,,,,,,https://data.bioontology.org/ontologies/NPOKB
DSIP2324_Demonstration,DSIP2324_DEMO,Test,Demonstration ontology,https://bioportal.bioontology.org/ontologies/DSIP2324_DEMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DSIP2324_DEMO
Caroli's Disease and Syndrome Ontology,CAROLIO,Cardiology,Cardiovascular Intervention Ontology,https://bioportal.bioontology.org/ontologies/CAROLIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CAROLIO
Psychology Ontology,APAONTO,Not listed,No description,https://bioportal.bioontology.org/ontologies/APAONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/APAONTO
VODANAFACILITIESLIST,VODANAMFLCODE,Medical,Viral Disease Coding System,https://bioportal.bioontology.org/ontologies/VODANAMFLCODE,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANAMFLCODE
Ciona savignyi Anatomy and Development Ontology ,CISAVIADO,Not listed,No description,https://bioportal.bioontology.org/ontologies/CISAVIADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CISAVIADO
Ontology of Precision Medicine and Investigation,OPMI,Not listed,No description,https://bioportal.bioontology.org/ontologies/OPMI,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPMI
Clinical Study Ontology,CSO,Computer Science,Cybersecurity Ontology,https://bioportal.bioontology.org/ontologies/CSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CSO
testiiii1,ASDF,Not listed,No description,https://bioportal.bioontology.org/ontologies/ASDF,,,,,,,,,,,,https://data.bioontology.org/ontologies/ASDF
Ontology of Information System on Live Births,ONTOSINASC,Medical,Birth Registry Ontology (Brazil),https://bioportal.bioontology.org/ontologies/ONTOSINASC,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOSINASC
CIDOC Conceptual Reference Model,CIDOC-CRM,Cultural Heritage,Museum Documentation Standard,https://bioportal.bioontology.org/ontologies/CIDOC-CRM,,,,,,,,,,,,https://data.bioontology.org/ontologies/CIDOC-CRM
Radiation Oncology Ontology,ROO,Not listed,No description,https://bioportal.bioontology.org/ontologies/ROO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ROO
Semantic Types Ontology,STY,Medical,Semantic Network Types (UMLS),https://bioportal.bioontology.org/ontologies/STY,,,,,,,,,,,,https://data.bioontology.org/ontologies/STY
COVID-19OntologyInPatternMedicine,COVID-19-ONT-PM,Infectious Disease,COVID-19 Patient Monitoring,https://bioportal.bioontology.org/ontologies/COVID-19-ONT-PM,,,,,,,,,,,,https://data.bioontology.org/ontologies/COVID-19-ONT-PM
C. elegans Phenotype Vocabulary,WB-PHENOTYPE,Biology,WormBase Phenotype Ontology,https://bioportal.bioontology.org/ontologies/WB-PHENOTYPE,,,,,,,,,,,,https://data.bioontology.org/ontologies/WB-PHENOTYPE
Physical Medicine and Rehabilitation,PMR,Not listed,No description,https://bioportal.bioontology.org/ontologies/PMR,,,,,,,,,,,,https://data.bioontology.org/ontologies/PMR
NMDC Ontology,NMDCO,Not listed,No description,https://bioportal.bioontology.org/ontologies/NMDCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NMDCO
Ontology of Geographical Region,OGR,Not listed,No description,https://bioportal.bioontology.org/ontologies/OGR,,,,,,,,,,,,https://data.bioontology.org/ontologies/OGR
ISO 19115 Extent Information,ISO19115EX,Geospatial,ISO Metadata Extensions,https://bioportal.bioontology.org/ontologies/ISO19115EX,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115EX
Cognitive Paradigm Ontology,COGPO,Neuroscience,Cognitive Paradigm Ontology,https://bioportal.bioontology.org/ontologies/COGPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/COGPO
Ontology of Data Mining Investigations,ONTODM-KDD,Data Mining,Knowledge Discovery Ontology,https://bioportal.bioontology.org/ontologies/ONTODM-KDD,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTODM-KDD
Enzyme Structure Function Ontology,ESFO,Not listed,No description,https://bioportal.bioontology.org/ontologies/ESFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ESFO
Genomics Cohorts Knowledge Ontology,GECKO,Biology,Gecko Functional Genomics,https://bioportal.bioontology.org/ontologies/GECKO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GECKO
Systems Biology Ontology,SBO,Systems Biology,Systems Biology Ontology,https://bioportal.bioontology.org/ontologies/SBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SBO
Synthetic Biology Open Language Visual Ontology,SBOL,Synthetic Biology,Synthetic Biology Open Language,https://bioportal.bioontology.org/ontologies/SBOL,,,,,,,,,,,,https://data.bioontology.org/ontologies/SBOL
Ontology of Host-Pathogen Interactions,OHPI,Not listed,No description,https://bioportal.bioontology.org/ontologies/OHPI,,,,,,,,,,,,https://data.bioontology.org/ontologies/OHPI
Graphic Descriptor Ontology Anatomy Extension,GDOA,Not listed,No description,https://bioportal.bioontology.org/ontologies/GDOA,,,,,,,,,,,,https://data.bioontology.org/ontologies/GDOA
Plant Trait Ontology,PTO,Not listed,No description,https://bioportal.bioontology.org/ontologies/PTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PTO
MEdical LifeLog Ontology for people with Disability,MELLO-D,Not listed,No description,https://bioportal.bioontology.org/ontologies/MELLO-D,,,,,,,,,,,,https://data.bioontology.org/ontologies/MELLO-D
An ontology of core ecological entities,ECOCORE,Ecology,Ecological Core Ontology,https://bioportal.bioontology.org/ontologies/ECOCORE,,,,,,,,,,,,https://data.bioontology.org/ontologies/ECOCORE
Fire Ontology,FIRE,Not listed,No description,https://bioportal.bioontology.org/ontologies/FIRE,,,,,,,,,,,,https://data.bioontology.org/ontologies/FIRE
EarthCube M4M Metadata Vocabulary,ECM4M-MD-VOCABS,Not listed,No description,https://bioportal.bioontology.org/ontologies/ECM4M-MD-VOCABS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ECM4M-MD-VOCABS
Dictyostelium Discoideum Anatomy Ontology,DDANAT,Not listed,No description,https://bioportal.bioontology.org/ontologies/DDANAT,,,,,,,,,,,,https://data.bioontology.org/ontologies/DDANAT
Placental Investigative Technique,PATIT,Not listed,No description,https://bioportal.bioontology.org/ontologies/PATIT,,,,,,,,,,,,https://data.bioontology.org/ontologies/PATIT
Mouse Gross Anatomy and Development Ontology,EMAP,Embryology,Mouse Developmental Anatomy,https://bioportal.bioontology.org/ontologies/EMAP,,,,,,,,,,,,https://data.bioontology.org/ontologies/EMAP
Medical Technology Innovation in healthcare centers,ITEMAS,Not listed,No description,https://bioportal.bioontology.org/ontologies/ITEMAS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ITEMAS
Sensitive Data Ontology,SENSO,Not listed,No description,https://bioportal.bioontology.org/ontologies/SENSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SENSO
Biodiversity Ontology,BOF,Not listed,No description,https://bioportal.bioontology.org/ontologies/BOF,,,,,,,,,,,,https://data.bioontology.org/ontologies/BOF
Uganda_diseases,UGANDA_DISEASES,Medical,Uganda Disease Surveillance,https://bioportal.bioontology.org/ontologies/UGANDA_DISEASES,,,,,,,,,,,,https://data.bioontology.org/ontologies/UGANDA_DISEASES
Teleost Anatomy Ontology,TAO,Biology,Teleost Anatomy Ontology,https://bioportal.bioontology.org/ontologies/TAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/TAO
Therapeutic Antibody Ontology,TAON,Not listed,No description,https://bioportal.bioontology.org/ontologies/TAON,,,,,,,,,,,,https://data.bioontology.org/ontologies/TAON
Skin Physiology Ontology,SPO,Biology,Spider Phenotype Ontology,https://bioportal.bioontology.org/ontologies/SPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SPO
Relations Ontology,OBOREL,Biology,OBO Relationship Types,https://bioportal.bioontology.org/ontologies/OBOREL,,,,,,,,,,,,https://data.bioontology.org/ontologies/OBOREL
XEML Environment Ontology,XEO,Not listed,No description,https://bioportal.bioontology.org/ontologies/XEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/XEO
Digital medicine Outcomes Value Set (DOVeS) Ontology,DOVES,Not listed,No description,https://bioportal.bioontology.org/ontologies/DOVES,,,,,,,,,,,,https://data.bioontology.org/ontologies/DOVES
Neural-Immune Gene Ontology,NIGO,Not listed,No description,https://bioportal.bioontology.org/ontologies/NIGO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NIGO
"Ontology of chemically concrete, composable DNA, RNA, and protein residue and crosslinks",BPFORMS,Biology,Biological Pathway Forms,https://bioportal.bioontology.org/ontologies/BPFORMS,,,,,,,,,,,,https://data.bioontology.org/ontologies/BPFORMS
SPAR DataCite Ontology,DATACITE,Data Management,Data Citation Ontology,https://bioportal.bioontology.org/ontologies/DATACITE,,,,,,,,,,,,https://data.bioontology.org/ontologies/DATACITE
MARC Code List for Relators,MARC-RELATORS,Library Science,Bibliographic Relationships,https://bioportal.bioontology.org/ontologies/MARC-RELATORS,,,,,,,,,,,,https://data.bioontology.org/ontologies/MARC-RELATORS
Ontology for Generic Dataset Metadata Template,FDC-GDMT,Not listed,No description,https://bioportal.bioontology.org/ontologies/FDC-GDMT,,,,,,,,,,,,https://data.bioontology.org/ontologies/FDC-GDMT
Chemotherapy Toxicities Ontology,ONTOTOX,Toxicology,Toxicological Testing Ontology,https://bioportal.bioontology.org/ontologies/ONTOTOX,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOTOX
Cerebrotendinous Xanthomatosis Ontology,CTX,Not listed,No description,https://bioportal.bioontology.org/ontologies/CTX,,,,,,,,,,,,https://data.bioontology.org/ontologies/CTX
Portfolio Management Application,PMA,Not listed,No description,https://bioportal.bioontology.org/ontologies/PMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/PMA
Plant Phenology Ontology,PPO,Biology,Plant Phenology Ontology,https://bioportal.bioontology.org/ontologies/PPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PPO
The Stroke Ontology,STO-DRAFT,Not listed,No description,https://bioportal.bioontology.org/ontologies/STO-DRAFT,,,,,,,,,,,,https://data.bioontology.org/ontologies/STO-DRAFT
Anatomical Entity Ontology,AEO,Not listed,No description,https://bioportal.bioontology.org/ontologies/AEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/AEO
Brinell Test Ontology-PROVO,BTO-PROVO,Not listed,No description,https://bioportal.bioontology.org/ontologies/BTO-PROVO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BTO-PROVO
Unipathway,UPA,Not listed,No description,https://bioportal.bioontology.org/ontologies/UPA,,,,,,,,,,,,https://data.bioontology.org/ontologies/UPA
DC Terms,DCT,Not listed,No description,https://bioportal.bioontology.org/ontologies/DCT,,,,,,,,,,,,https://data.bioontology.org/ontologies/DCT
Wheat Trait Ontology ,CO-WHEAT,Agriculture,Wheat Trait Ontology,https://bioportal.bioontology.org/ontologies/CO-WHEAT,,,,,,,,,,,,https://data.bioontology.org/ontologies/CO-WHEAT
Molecular Process Ontology,MOP,Not listed,No description,https://bioportal.bioontology.org/ontologies/MOP,,,,,,,,,,,,https://data.bioontology.org/ontologies/MOP
Indian Terrorism Ontology,INTO,Not listed,No description,https://bioportal.bioontology.org/ontologies/INTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/INTO
Head and Neck Cancer Ontology,HENECON,Not listed,No description,https://bioportal.bioontology.org/ontologies/HENECON,,,,,,,,,,,,https://data.bioontology.org/ontologies/HENECON
Ontology for Genetic Disease Investigations,OGDI,Not listed,No description,https://bioportal.bioontology.org/ontologies/OGDI,,,,,,,,,,,,https://data.bioontology.org/ontologies/OGDI
The Ecosystem Ontology,ECSO,Ecology,Ecosystem Ontology,https://bioportal.bioontology.org/ontologies/ECSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ECSO
Graphical Pathway Markup Language,GPML,Biology,Graphical Pathway Markup Language,https://bioportal.bioontology.org/ontologies/GPML,,,,,,,,,,,,https://data.bioontology.org/ontologies/GPML
Ontology of Laboratory Animal Medicine,OLAM,Not listed,No description,https://bioportal.bioontology.org/ontologies/OLAM,,,,,,,,,,,,https://data.bioontology.org/ontologies/OLAM
Ontology of Laboratory Animal Science,OLAS,Not listed,No description,https://bioportal.bioontology.org/ontologies/OLAS,,,,,,,,,,,,https://data.bioontology.org/ontologies/OLAS
VEuPathDB Ontology,EUPATH,Biology,EuPathDB Bioinformatics Ontology,https://bioportal.bioontology.org/ontologies/EUPATH,,,,,,,,,,,,https://data.bioontology.org/ontologies/EUPATH
Pain Ontology,PAINO,Not listed,No description,https://bioportal.bioontology.org/ontologies/PAINO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PAINO
OSIRIS-REx Analytical Technique,O-REXTECH,Not listed,No description,https://bioportal.bioontology.org/ontologies/O-REXTECH,,,,,,,,,,,,https://data.bioontology.org/ontologies/O-REXTECH
OWL_XML_Tool5,FDSAJFAHSJK,Test,Test entry (likely placeholder),https://bioportal.bioontology.org/ontologies/FDSAJFAHSJK,,,,,,,,,,,,https://data.bioontology.org/ontologies/FDSAJFAHSJK
Biologie Hors Nomenclature,BHN,Not listed,No description,https://bioportal.bioontology.org/ontologies/BHN,,,,,,,,,,,,https://data.bioontology.org/ontologies/BHN
Computational Ontology Framework for Brain Profiles,BRAIN-COF,Neuroscience,Brain Cell Ontology Framework,https://bioportal.bioontology.org/ontologies/BRAIN-COF,,,,,,,,,,,,https://data.bioontology.org/ontologies/BRAIN-COF
Pneumonia Diagnosis Ontology,PNADO,Not listed,No description,https://bioportal.bioontology.org/ontologies/PNADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PNADO
Flora Phenotype Ontology,FLOPO,Biology,Flora Phenotype Ontology,https://bioportal.bioontology.org/ontologies/FLOPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FLOPO
Ontology of RNA Sequencing,ORNASEQ,Biology,Ornithology Sequencing Ontology,https://bioportal.bioontology.org/ontologies/ORNASEQ,,,,,,,,,,,,https://data.bioontology.org/ontologies/ORNASEQ
Bilingual Ontology of Alzheimer's Disease and Related Diseases,ONTOAD,Neurology,Ontology for Alzheimer's Disease,https://bioportal.bioontology.org/ontologies/ONTOAD,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOAD
