title,id,keywords,description,url,Sub classification,owl link,License URL,Estimated Classes,lov_page
ARCO Context Description Ontology,cdesc,"['Society', 'General & Upper']","The Context Description module includes models for the context of a cultural property, in a broad sense: agents (e.g.: author, collector, copyright holder), objects (e.g.: inventories, bibliography, protective measures, other cultural properties, collections etc.), activities (e.g.: surveys, conservation interventions), situations (e.g.: commission, coin issuance, estimate, legal situation) related, involved or involving the cultural property. Thus it represents attributes that do not result from a measurement of features in a cultural property, but are associated with it.",https://w3id.org/arco/ontology/context-description,,,https://creativecommons.org/licenses/by/4.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/cdesc
Content Density Metrics Ontology,cdm,['RDF'],An attempt to represent how universal/accepted/popular a URI is,http://purl.org/twc/ontology/cdm.owl#,,https://raw.github.com/timrdf/csv2rdf4lod-automation/master/doc/ontology/cdm.owl#,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/cdm
Collection Description Types Vocabulary,cdtype,['Catalogs'],Types defined by the Dublin Core Collections Application Profile,http://purl.org/cld/cdtype/,,,(No license declared),25,https://lov.linkeddata.es/dataset/lov/vocabs/cdtype
Crime Event Model Ontology,cem,"['Events', 'Methods']","The Crime Event Model is an ontology for the representation of crime events extracted from local newspapers. It could be employed for Crime Analysis purposes: extracting crime information from newspapers and enriching them with proper machine-readable semantics is a critical task to help law enforcement agencies at preventing crime, supporting criminal investigations and evaluating the action of law enforcement agencies themselves. The model is based on the fundamental 5W1H journalistic questions, that are Who?, What?, When?, Where?, Why? and How?. Another important requirement was the attempt to exploit existing knowledge graphs and ontologies such as the Simple Event Model (SEM) Ontology and the Schema.org data model for interoperability and interconnection.",https://w3id.org/CEMontology,,http://crimeanalytics.it/cem-reference/cem.owl,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/cem
Consumer Electronics Ontology,ceo,['Industry'],An Ontology for Consumer Electronics Products and Services,http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1,,http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/ceo
CERIF Research Information Ontology,cerif,['General & Upper'],The Common European Research Information Format (CERIF) Ontology Specification provides basic concepts and properties for describing research information as semantic data.,http://www.eurocris.org/ontologies/cerif/1.3,,,https://www.eurocris.org/cerif/license,120,https://lov.linkeddata.es/dataset/lov/vocabs/cerif
Web Certificates Ontology,cert,['Quality'],Ontology for Certificates and crypto stuff.,http://www.w3.org/ns/auth/cert#,,,https://www.w3.org/Consortium/Legal/2015/doc-license,15,https://lov.linkeddata.es/dataset/lov/vocabs/cert
ARCO Cultural Event Ontology,cevent,['Events'],"The Cultural Event module models cultural events, i.e. events involving cultural properties.",https://w3id.org/arco/ontology/cultural-event,,,https://creativecommons.org/licenses/by/4.0/,42,https://lov.linkeddata.es/dataset/lov/vocabs/cevent
Climate Features Ontology,cff,['Environment'],"This is an ontology representation of the generic features defined by Climate and Forecast (CF) standard names vocabulary (http://cf-pcmdi.llnl.gov/documents/cf-standard-names/), maintained by the Program for Climate Model Diagnosis and Intercomparison (http://cf-pcmdi.llnl.gov/ ) which is intended for use with climate and forecast data, in the  atmosphere, surface and ocean domains.",http://purl.oclc.org/NET/ssnx/cf/cf-feature,,,https://creativecommons.org/licenses/by/3.0/,35,https://lov.linkeddata.es/dataset/lov/vocabs/cff
Climate Properties Ontology,cfp,"['Environment', 'IoT']","This is an ontology representation of the climatic data variables defined by Climate and Forecast (CF) standard names vocabulary (http://cf-pcmdi.llnl.gov/documents/cf-standard-names/), maintained by the Program for Climate Model Diagnosis and Intercomparison (http://cf-pcmdi.llnl.gov/ ) which is intended for use with climate and forecast data, in the  atmosphere, surface and ocean domains.",http://purl.oclc.org/NET/ssnx/cf/cf-property,,,https://creativecommons.org/licenses/by/3.0/,38,https://lov.linkeddata.es/dataset/lov/vocabs/cfp
Corporate Financial Reports Ontology,cfrl,['eBusiness'],The Corporate Financial Reports and Loans Ontology (CFRL).,http://linkeddata.finki.ukim.mk/lod/ontology/cfrl#,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/cfrl
UK Central Government Ontology,cgov,['Government'],An ontology of UK central government,http://reference.data.gov.uk/def/central-government,,,(OGL),55,https://lov.linkeddata.es/dataset/lov/vocabs/cgov
CHAMEO Characterisation Ontology,chameo,"['Metadata', 'Methods']",CHAMEO is a domain ontology designed to model the common aspects across the different characterisation techniques and methodologies.,https://w3id.org/emmo/domain/characterisation-methodology/chameo,,,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/chameo
Music Chord Ontology,chord,['Music'],"This document describes the first draft of a chord ontology based on work from the Centre for Digital Music, Queen Mary, University of London. It has been created as part of the OMRAS2 project and is intended to provide a common, versatile vocabulary for describing chords and chord sequences in RDF.",http://purl.org/ontology/chord/,,,(No license declared),25,https://lov.linkeddata.es/dataset/lov/vocabs/chord
Content Inventory Ontology,ci,['Metadata'],This vocabulary defines a number of concepts peculiar to content strategy which are not accounted for by other vocabularies.,https://privatealpha.com/ontology/content-inventory/1#,,,(No license declared),28,https://lov.linkeddata.es/dataset/lov/vocabs/ci
Cultural-ON Ontology,cis,"['Events', 'Government', 'Multimedia']","The ontology aims at modelling the data on cultural institutes or sites such as data regarding the agents that play a specific role on cultural institutes or sites, the sites themselves, the contact points, all multimedia files which describe the cultural institute or site and any other information useful to the public in order to access the institute or site. Moreover, the ontology represents events that can take place in specific cultural institutes or sites.",http://dati.beniculturali.it/cultural-ON/cultural-ON.owl,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/cis
CitedCat Application Profile,citedcat,"['Catalogs', 'Methods']","CiteDCAT-AP is an extension of the DCAT application profile for data portals in Europe (DCAT-AP) for describing resources documented by using the DataCite metadata schema - the de facto standard for data citation, and used across scientific disciplines. Its basic use case is to make research data searchable on general data portals, thereby bridging the gap between scientific and public sector information. For this purpose, CiteDCAT-AP provides an RDF vocabulary and the corresponding RDF syntax binding for the metadata elements defined in DataCite.",https://w3id.org/citedcat-ap,,,https://creativecommons.org/licenses/by/4.0/,42,https://lov.linkeddata.es/dataset/lov/vocabs/citedcat
Citation Typing Ontology,cito,['SPAR'],The Citation Typing Ontology enables characterization of the nature or type of citations,http://purl.org/spar/cito,,,https://creativecommons.org/licenses/by/4.0/,38,https://lov.linkeddata.es/dataset/lov/vocabs/cito
CiTO Functions Ontology,citof,['SPAR'],"CiTOFunctions is an ontology that provides a classification for citations. In particular, it classifies CiTO properties (each defining a particular citational act)",http://www.essepuntato.it/2013/03/cito-functions,,,https://creativecommons.org/licenses/by/4.0/,25,https://lov.linkeddata.es/dataset/lov/vocabs/citof
Cinelab Linked Data Ontology,cl,['Multimedia'],"Le projet Advene a pour objectif de fournir un modèle et plusieurs formats de données pour partager des annotations sur des vidéos numériques (films, cours, conférences...), ainsi que des outils pour éditer et visualiser les hypérvidéos générées à partir de ces vidéos et des annotations. Les enseignants, les amateurs de cinéma, etc., peuvent les utiliser pour échanger leurs commentaires et analyse de documents audiovisuels.

Le modèle Cinelab permet non seulement de représenter les annotations vidéos, mais aussi d'expliciter leur structure (à travers les notions de schéma et de type d'annotation), ainsi que leur présentations à l'aide de vues (modèles appliqués aux données pour produire des hypervidéos) et de requêtes.

Ce modèle a été développé par les partenaires du projet Cinelab (2007-2008, financé par l'ANR), et utilisé par la suite dans plusieurs projets et applications, dont Advene (LIRIS) et Ligne de temps (IRI).",http://advene.org/ns/cinelab/ld,,,(Research use only),28,https://lov.linkeddata.es/dataset/lov/vocabs/cl
CLD Terms Vocabulary,cld,['Catalogs'],An expression in RDF of the application profile for collection-level description developed by the Dublin Core Collection Description Task Group.,http://purl.org/cld/terms/,,,(No license declared),35,https://lov.linkeddata.es/dataset/lov/vocabs/cld
CMD Ontology,cmd,"['Metadata', 'Methods']","This document is a vocabulary to describe compound measures, i.e. measures with several metric or item that are organized with serveral dimensions. The description of such a measure relies on a Tree-Structure of Requirement (TSoR): a set of requirements structured hierarchicaly with analysis element. A TSoR represents the main measure. Several information may be added to explicitely indicate how the overall score on the measure should be calculated based on the hierarchy, relative importance of the node of the hierarchy and an aggregation function. The measure can be described completely and unambiguously from the organisation to the requirements and the implementation.",https://w3id.org/cmd#,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/cmd
CMO Ontology,cmo,['General & Upper'],An ontology to tie classes and properties to SKOS concepts,http://purl.org/twc/ontologies/cmo.owl,,,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/cmo
Content Ontology,cnt,['RDF'],Representing Content in RDF as defined by http://www.w3.org/TR/Content-in-RDF/,http://www.w3.org/2011/content,,,https://www.w3.org/Consortium/Legal/2015/doc-license,22,https://lov.linkeddata.es/dataset/lov/vocabs/cnt
CO Core Ontology,co,['Methods'],The Counter Ontology specification provides basic concepts and properties for describing a general counter concept and some important sub counters,http://purl.org/ontology/co/core#,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/co
COACH Ontology,coach,['People'],"This ontology describes a person character as a vector of demographic traits, each dimension refers to a concept contained within a specific  taxonomy or to an instance of a  wikidata item.",https://w3id.org/coach#,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/coach
Cochrane Core Ontology,cochrane,"['Health', 'Society']","The Cochrane Core ontology describes the entities and concepts that exist in the domain of evidence based healthcare. It is used for the construction of the Cochrane Linked Data Vocabulary containing some 400k terms including Interventions (Drugs, Procedures etc), Populations (Age, Sex, Condition), and clinical Outcomes.",http://data.cochrane.org/ontologies/core/,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/cochrane
